_,station,arr,dep,dwell,runtime,train
3,台山,12:16,12:18,2,00:51,C 6929
4,阳江,12:56,12:58,2,01:31,C 6929
5,电白,13:30,13:32,2,02:05,C 6929
6,茂名,13:45,13:47,2,02:20,C 6929
7,吴川,13:59,14:01,2,02:34,C 6929
8,湛江西,14:28,-,0,03:03,C 6929
1,湛江西,-,09:33,0,00:00,C 6908
2,茂名,10:05,10:07,2,00:32,C 6908
3,电白,10:19,10:21,2,00:46,C 6908
4,阳江,10:53,10:55,2,01:20,C 6908
5,阳东,11:07,11:09,2,01:34,C 6908
6,双水镇,11:46,11:48,2,02:13,C 6908
7,江门,12:01,12:03,2,02:28,C 6908
8,广州南,12:37,-,0,03:04,C 6908
1,湛江西,-,10:27,0,00:00,C 6910
2,茂名,10:59,11:02,3,00:32,C 6910
3,阳江,11:42,11:44,2,01:15,C 6910
4,台山,12:22,12:24,2,01:55,C 6910
5,江门,12:44,12:47,3,02:17,C 6910
6,广州南,13:20,-,0,02:53,C 6910
1,湛江西,-,10:52,0,00:00,C 6912
2,茂名,11:24,11:26,2,00:32,C 6912
3,马踏,11:45,11:47,2,00:53,C 6912
4,阳江,12:12,12:14,2,01:20,C 6912
5,开平南,12:48,12:50,2,01:56,C 6912
6,江门,13:14,13:16,2,02:22,C 6912
7,广州南,13:51,-,0,02:59,C 6912
1,湛江西,-,11:05,0,00:00,C 6914
2,茂名,11:37,11:39,2,00:32,C 6914
3,阳江,12:19,12:21,2,01:14,C 6914
4,阳东,12:33,12:35,2,01:28,C 6914
5,台山,13:05,13:07,2,02:00,C 6914
6,江门,13:26,13:28,2,02:21,C 6914
7,广州南,14:05,-,0,03:00,C 6914
1,广州南,-,12:55,0,00:00,C 6933
2,古镇,13:20,13:21,1,00:25,C 6933
3,江门东,13:28,13:29,1,00:33,C 6933
4,江门,13:37,13:39,2,00:42,C 6933
5,阳东,14:24,14:30,6,01:29,C 6933
6,阳江,14:42,14:44,2,01:47,C 6933
7,茂名,15:25,15:27,2,02:30,C 6933
8,吴川,15:39,15:41,2,02:44,C 6933
9,湛江西,16:08,-,0,03:13,C 6933
1,阳江,-,12:33,0,00:00,C 7736
2,开平南,13:06,13:08,2,00:33,C 7736
3,台山,13:17,13:19,2,00:44,C 7736
4,江门,13:38,13:40,2,01:05,C 7736
5,广州南,14:17,-,0,01:44,C 7736
1,汕头,-,09:54,0,00:00,G 6088
2,潮汕,10:19,10:23,4,00:25,G 6088
3,鲘门,11:13,11:15,2,01:19,G 6088
4,深圳北,12:01,12:07,6,02:07,G 6088
5,庆盛,12:29,12:31,2,02:35,G 6088
6,广州南,12:44,13:08,24,02:50,G 6088
7,江门,13:42,13:44,2,03:48,G 6088
8,阳江,14:37,14:39,2,04:43,G 6088
9,茂名,15:19,15:21,2,05:25,G 6088
10,湛江西,15:57,-,0,06:03,G 6088
1,湛江西,-,11:15,0,00:00,C 6916
2,茂名,11:47,11:50,3,00:32,C 6916
3,阳西,12:19,12:21,2,01:04,C 6916
4,阳江,12:36,12:38,2,01:21,C 6916
5,恩平,13:02,13:04,2,01:47,C 6916
6,开平南,13:18,13:20,2,02:03,C 6916
7,江门,13:44,13:46,2,02:29,C 6916
8,古镇,13:58,13:59,1,02:43,C 6916
9,广州南,14:23,-,0,03:08,C 6916
1,湛江西,-,11:25,0,00:00,C 6918
2,吴川,11:49,11:51,2,00:24,C 6918
3,茂名,12:03,12:05,2,00:38,C 6918
4,马踏,12:24,12:26,2,00:59,C 6918
5,阳江,12:51,12:53,2,01:26,C 6918
6,台山,13:31,13:33,2,02:06,C 6918
7,江门,13:53,13:55,2,02:28,C 6918
8,广州南,14:29,-,0,03:04,C 6918
1,阳江,-,13:00,0,00:00,C 7738
2,开平南,13:33,13:35,2,00:33,C 7738
3,江门,13:59,14:01,2,00:59,C 7738
4,江门东,14:10,14:11,1,01:10,C 7738
5,古镇,14:18,14:19,1,01:18,C 7738
6,广州南,14:42,-,0,01:42,C 7738
1,湛江西,-,11:40,0,00:00,C 6920
2,茂名,12:18,12:20,2,00:38,C 6920
3,马踏,12:39,12:41,2,00:59,C 6920
4,阳西,12:55,12:57,2,01:15,C 6920
5,阳江,13:12,13:14,2,01:32,C 6920
6,双水镇,13:59,14:01,2,02:19,C 6920
7,江门,14:14,14:16,2,02:34,C 6920
8,新会,14:24,14:26,2,02:44,C 6920
9,广州南,14:56,-,0,03:16,C 6920
1,广州南,-,13:46,0,00:00,C 6935
2,江门,14:17,14:19,2,00:31,C 6935
3,台山,14:37,14:39,2,00:51,C 6935
4,恩平,14:58,15:00,2,01:12,C 6935
5,阳西,15:34,15:36,2,01:48,C 6935
6,茂名,16:06,16:08,2,02:20,C 6935
7,吴川,16:20,16:22,2,02:34,C 6935
8,湛江西,16:49,-,0,03:03,C 6935
1,湛江西,-,11:58,0,00:00,C 6922
2,吴川,12:22,12:24,2,00:24,C 6922
3,茂名,12:36,12:38,2,00:38,C 6922
4,阳江,13:18,13:20,2,01:20,C 6922
5,恩平,13:44,13:46,2,01:46,C 6922
6,台山,14:04,14:06,2,02:06,C 6922
7,江门,14:26,14:28,2,02:28,C 6922
8,新会,14:36,14:40,4,02:38,C 6922
9,广州南,15:10,-,0,03:12,C 6922
1,广州南,-,13:57,0,00:00,C 6937
2,江门,14:27,14:29,2,00:30,C 6937
3,开平南,14:52,14:54,2,00:55,C 6937
4,恩平,15:08,15:14,6,01:11,C 6937
5,阳东,15:30,15:32,2,01:33,C 6937
6,阳江,15:44,15:50,6,01:47,C 6937
7,电白,16:22,16:24,2,02:25,C 6937
8,茂名,16:36,16:38,2,02:39,C 6937
9,湛江西,17:14,-,0,03:17,C 6937
1,深圳北,-,13:03,0,00:00,G 6056
2,虎门,13:20,13:22,2,00:17,G 6056
3,广州南,13:39,13:59,20,00:36,G 6056
4,江门,14:32,14:34,2,01:29,G 6056
5,台山,14:53,14:55,2,01:50,G 6056
6,阳江,15:33,15:35,2,02:30,G 6056
7,茂名,16:16,-,0,03:13,G 6056
1,湛江西,-,12:17,0,00:00,C 6924
2,茂名,12:49,12:51,2,00:32,C 6924
3,电白,13:03,13:05,2,00:46,C 6924
4,阳江,13:37,13:39,2,01:20,C 6924
5,阳东,13:51,13:53,2,01:34,C 6924
6,双水镇,14:30,14:32,2,02:13,C 6924
7,江门,14:45,14:48,3,02:28,C 6924
8,广州南,15:22,-,0,03:05,C 6924
1,广州南,-,14:12,0,00:00,C 6939
2,古镇,14:34,14:36,2,00:22,C 6939
3,江门东,14:43,14:45,2,00:31,C 6939
4,江门,14:53,15:01,8,00:41,C 6939
5,恩平,15:34,15:36,2,01:22,C 6939
6,阳西,16:11,16:13,2,01:59,C 6939
7,马踏,16:27,16:29,2,02:15,C 6939
8,茂名,16:48,16:50,2,02:36,C 6939
9,湛江西,17:26,-,0,03:14,C 6939
1,湛江西,-,12:35,0,00:00,C 6926
2,茂名,13:07,13:14,7,00:32,C 6926
3,阳江,13:54,13:56,2,01:19,C 6926
4,恩平,14:20,14:22,2,01:45,C 6926
5,开平南,14:36,14:38,2,02:01,C 6926
6,江门,15:02,15:04,2,02:27,C 6926
7,广州南,15:37,-,0,03:02,C 6926
1,广州南,-,14:35,0,00:00,C 6941
2,江门,15:06,15:09,3,00:31,C 6941
3,开平南,15:32,15:34,2,00:57,C 6941
4,阳江,16:07,16:09,2,01:32,C 6941
5,阳西,16:24,16:26,2,01:49,C 6941
6,茂名,16:56,16:58,2,02:21,C 6941
7,吴川,17:10,17:12,2,02:35,C 6941
8,湛江西,17:40,-,0,03:05,C 6941
1,广州南,-,14:43,0,00:00,C 7211
2,江门,15:17,15:20,3,00:34,C 7211
3,双水镇,15:32,15:34,2,00:49,C 7211
4,阳江,16:18,16:20,2,01:35,C 7211
5,电白,16:52,16:54,2,02:09,C 7211
6,茂名,17:08,-,0,02:25,C 7211
1,广州南,-,14:49,0,00:00,C 6943
2,新会,15:21,15:23,2,00:32,C 6943
3,江门,15:29,15:31,2,00:40,C 6943
4,双水镇,15:43,15:45,2,00:54,C 6943
5,阳江,16:29,16:31,2,01:40,C 6943
6,阳西,16:46,16:48,2,01:57,C 6943
7,马踏,17:02,17:04,2,02:13,C 6943
8,茂名,17:24,17:26,2,02:35,C 6943
9,湛江西,18:07,-,0,03:18,C 6943
1,湛江西,-,13:05,0,00:00,C 6928
2,吴川,13:29,13:31,2,00:24,C 6928
3,茂名,13:43,13:45,2,00:38,C 6928
4,电白,13:57,13:59,2,00:52,C 6928
5,阳江,14:31,14:34,3,01:26,C 6928
6,开平南,15:08,15:10,2,02:03,C 6928
7,江门,15:34,15:37,3,02:29,C 6928
8,广州南,16:10,-,0,03:05,C 6928
1,广州南,-,15:00,0,00:00,C 7729
2,古镇,15:22,15:24,2,00:22,C 7729
3,江门东,15:30,15:32,2,00:30,C 7729
4,江门,15:40,15:42,2,00:40,C 7729
5,恩平,16:15,16:17,2,01:15,C 7729
6,阳江,16:40,-,0,01:40,C 7729
1,广州南,-,15:16,0,00:00,C 6945
2,江门,15:47,15:49,2,00:31,C 6945
3,开平南,16:12,16:14,2,00:56,C 6945
4,阳江,16:47,16:49,2,01:31,C 6945
5,阳西,17:04,17:06,2,01:48,C 6945
6,马踏,17:20,17:22,2,02:04,C 6945
7,茂名,17:42,17:44,2,02:26,C 6945
8,湛江西,18:19,-,0,03:03,C 6945
1,湛江西,-,13:33,0,00:00,C 6932
2,吴川,13:57,13:59,2,00:24,C 6932
3,茂名,14:11,14:13,2,00:38,C 6932
4,阳江,14:53,14:55,2,01:20,C 6932
5,阳东,15:07,15:09,2,01:34,C 6932
6,台山,15:39,15:41,2,02:06,C 6932
7,江门,16:01,16:03,2,02:28,C 6932
8,广州南,16:37,-,0,03:04,C 6932
1,广州南,-,15:32,0,00:00,C 6947
2,江门,16:03,16:05,2,00:31,C 6947
3,台山,16:23,16:25,2,00:51,C 6947
4,恩平,16:44,16:46,2,01:12,C 6947
5,阳江,17:09,17:11,2,01:37,C 6947
6,马踏,17:36,17:38,2,02:04,C 6947
7,茂名,17:58,18:00,2,02:26,C 6947
8,吴川,18:12,18:14,2,02:40,C 6947
9,湛江西,18:41,-,0,03:09,C 6947
1,湛江西,-,13:48,0,00:00,C 6994
2,茂名,14:26,14:28,2,00:38,C 6994
3,阳江,15:08,15:10,2,01:20,C 6994
4,开平南,15:44,15:46,2,01:56,C 6994
5,江门,16:10,16:12,2,02:22,C 6994
6,广州南,16:47,-,0,02:59,C 6994
1,广州南,-,15:43,0,00:00,C 6949
2,江门,16:14,16:16,2,00:31,C 6949
3,双水镇,16:28,16:30,2,00:45,C 6949
4,开平南,16:45,16:47,2,01:02,C 6949
5,阳江,17:20,17:22,2,01:37,C 6949
6,阳西,17:37,17:39,2,01:54,C 6949
7,茂名,18:09,18:11,2,02:26,C 6949
8,湛江西,18:52,-,0,03:09,C 6949
1,湛江西,-,14:10,0,00:00,G 6082
2,茂名,14:42,14:44,2,00:32,G 6082
3,阳江,15:24,15:26,2,01:14,G 6082
4,江门,16:20,16:22,2,02:10,G 6082
5,广州南,16:57,17:25,28,02:47,G 6082
6,虎门,17:42,17:48,6,03:32,G 6082
7,深圳北,18:05,18:08,3,03:55,G 6082
8,汕尾,18:56,18:58,2,04:46,G 6082
9,普宁,19:28,19:30,2,05:18,G 6082
10,潮汕,19:51,19:55,4,05:41,G 6082
11,汕头,20:20,-,0,06:10,G 6082
1,广州南,-,16:32,0,00:00,C 6953
2,江门,17:03,17:05,2,00:31,C 6953
3,台山,17:23,17:25,2,00:51,C 6953
4,恩平,17:44,17:46,2,01:12,C 6953
5,阳江,18:09,18:11,2,01:37,C 6953
6,马踏,18:36,18:38,2,02:04,C 6953
7,茂名,18:58,19:00,2,02:26,C 6953
8,吴川,19:12,19:14,2,02:40,C 6953
9,湛江西,19:41,-,0,03:09,C 6953
1,茂名,-,15:15,0,00:00,C 7208
2,电白,15:27,15:29,2,00:12,C 7208
3,阳西,15:50,15:52,2,00:35,C 7208
4,阳江,16:07,16:09,2,00:52,C 7208
5,台山,16:47,16:49,2,01:32,C 7208
6,江门,17:09,17:11,2,01:54,C 7208
7,广州南,17:45,-,0,02:30,C 7208
1,湛江西,-,14:50,0,00:00,C 6938
2,吴川,15:14,15:16,2,00:24,C 6938
3,茂名,15:28,15:31,3,00:38,C 6938
4,马踏,15:50,15:52,2,01:00,C 6938
5,阳江,16:17,16:20,3,01:27,C 6938
6,开平南,16:54,16:56,2,02:04,C 6938
7,江门,17:20,17:22,2,02:30,C 6938
8,广州南,17:57,18:01,4,03:07,C 6938
9,佛山西,18:20,-,0,03:30,C 6938
1,广州南,-,16:58,0,00:00,C 7731
2,顺德学院,17:09,17:10,1,00:11,C 7731
3,江门东,17:28,17:30,2,00:30,C 7731
4,江门,17:38,17:40,2,00:40,C 7731
5,恩平,18:13,18:15,2,01:15,C 7731
6,阳江,18:39,-,0,01:41,C 7731
1,广州南,-,17:10,0,00:00,C 6957
2,江门,17:44,17:46,2,00:34,C 6957
3,开平南,18:09,18:16,7,00:59,C 6957
4,阳江,18:49,18:51,2,01:39,C 6957
5,茂名,19:32,19:34,2,02:22,C 6957
6,湛江西,20:09,-,0,02:59,C 6957
1,汕头,-,13:48,0,00:00,G 6084
2,潮汕,14:13,14:18,5,00:25,G 6084
3,普宁,14:35,14:37,2,00:47,G 6084
4,陆丰,14:58,15:00,2,01:10,G 6084
5,汕尾,15:13,15:19,6,01:25,G 6084
6,深圳北,16:12,16:19,7,02:24,G 6084
7,虎门,16:36,16:38,2,02:48,G 6084
8,广州南,16:55,17:16,21,03:07,G 6084
9,江门,17:50,17:52,2,04:02,G 6084
10,阳江,18:44,18:46,2,04:56,G 6084
11,茂名,19:27,19:29,2,05:39,G 6084
12,湛江西,20:04,-,0,06:16,G 6084
1,广州南,-,17:29,0,00:00,C 6959
2,江门,18:00,18:02,2,00:31,C 6959
3,台山,18:20,18:22,2,00:51,C 6959
4,阳东,18:52,18:54,2,01:23,C 6959
5,阳江,19:06,19:08,2,01:37,C 6959
6,茂名,19:49,19:51,2,02:20,C 6959
7,湛江西,20:25,-,0,02:56,C 6959
1,湛江西,-,15:50,0,00:00,C 6940
2,吴川,16:14,16:16,2,00:24,C 6940
3,茂名,16:28,16:30,2,00:38,C 6940
4,阳西,16:59,17:01,2,01:09,C 6940
5,阳江,17:16,17:18,2,01:26,C 6940
6,江门,18:12,18:14,2,02:22,C 6940
7,广州南,18:53,-,0,03:03,C 6940
1,广州南,-,17:40,0,00:00,C 6961
2,古镇,18:02,18:04,2,00:22,C 6961
3,江门,18:15,18:17,2,00:35,C 6961
4,恩平,18:50,18:53,3,01:10,C 6961
5,阳西,19:28,19:30,2,01:48,C 6961
6,茂名,19:59,20:01,2,02:19,C 6961
7,湛江西,20:36,-,0,02:56,C 6961
1,阳江,-,17:08,0,00:00,C 7740
2,开平南,17:41,17:43,2,00:33,C 7740
3,台山,17:52,17:58,6,00:44,C 7740
4,江门,18:17,18:24,7,01:09,C 7740
5,江门东,18:33,18:35,2,01:25,C 7740
6,广州南,19:04,-,0,01:56,C 7740
1,广州南,-,18:04,0,00:00,C 7213
2,江门,18:35,18:38,3,00:31,C 7213
3,阳江,19:31,19:34,3,01:27,C 7213
4,茂名,20:15,-,0,02:11,C 7213
1,湛江西,-,16:28,0,00:00,G 6128
2,茂名,17:00,17:02,2,00:32,G 6128
3,阳江,17:42,17:44,2,01:14,G 6128
4,江门,18:38,18:40,2,02:10,G 6128
5,新会,18:48,18:50,2,02:20,G 6128
6,广州南,19:21,19:26,5,02:53,G 6128
7,郴州西,20:44,20:46,2,04:16,G 6128
8,衡阳东,21:19,21:21,2,04:51,G 6128
9,长沙南,22:04,-,0,05:36,G 6128
1,茂名,-,16:54,0,00:00,G 6054
2,阳西,17:23,17:32,9,00:29,G 6054
3,阳江,17:47,17:49,2,00:53,G 6054
4,开平南,18:23,18:25,2,01:29,G 6054
5,江门,18:49,18:51,2,01:55,G 6054
6,广州南,19:28,19:48,20,02:34,G 6054
7,虎门,20:05,20:07,2,03:11,G 6054
8,深圳北,20:24,-,0,03:30,G 6054
1,昆明南,-,10:06,0,00:00,D 3820
2,弥勒,10:36,10:38,2,00:30,D 3820
3,普者黑,11:14,11:18,4,01:08,D 3820
4,珠琳,11:34,11:36,2,01:28,D 3820
5,百色,12:45,12:49,4,02:39,D 3820
6,田东北,13:09,13:11,2,03:03,D 3820
7,平果,13:31,13:35,4,03:25,D 3820
8,南宁,14:14,14:19,5,04:08,D 3820
9,南宁东,14:31,14:35,4,04:25,D 3820
10,平南南,15:42,15:44,2,05:36,D 3820
11,藤县,16:03,16:05,2,05:57,D 3820
12,梧州南,16:17,16:20,3,06:11,D 3820
13,郁南,16:33,16:39,6,06:27,D 3820
14,云浮东,17:03,17:05,2,06:57,D 3820
15,肇庆东,17:25,17:35,10,07:19,D 3820
16,佛山西,17:55,17:57,2,07:49,D 3820
17,广州南,18:17,18:21,4,08:11,D 3820
18,江门,18:55,-,0,08:49,D 3820
1,湛江西,-,17:15,0,00:00,D 922
2,茂名,17:47,17:49,2,00:32,D 922
3,阳江,18:29,18:31,2,01:14,D 922
4,江门,19:25,19:27,2,02:10,D 922
5,广州南,20:01,20:05,4,02:46,D 922
6,石家庄,05:15,05:18,3,12:00,D 922
7,北京西,06:40,-,0,13:25,D 922
1,湛江西,-,17:15,0,00:00,D 7556
2,茂名,17:47,17:49,2,00:32,D 7556
3,阳江,18:29,18:31,2,01:14,D 7556
4,江门,19:25,19:27,2,02:10,D 7556
5,广州南,20:01,-,0,02:46,D 7556
1,茂名,-,17:30,0,00:00,C 7212
2,马踏,17:49,17:51,2,00:19,C 7212
3,阳江,18:16,18:19,3,00:46,C 7212
4,开平南,18:53,18:55,2,01:23,C 7212
5,双水镇,19:10,19:18,8,01:40,C 7212
6,江门,19:31,19:36,5,02:01,C 7212
7,广州南,20:09,-,0,02:39,C 7212
1,湛江西,-,17:07,0,00:00,C 6944
2,茂名,17:41,17:43,2,00:34,C 6944
3,阳江,18:23,18:25,2,01:16,C 6944
4,恩平,18:49,18:56,7,01:42,C 6944
5,台山,19:14,19:16,2,02:07,C 6944
6,江门,19:36,19:41,5,02:29,C 6944
7,广州南,20:15,-,0,03:08,C 6944
1,广州南,-,19:15,0,00:00,C 6963
2,江门,19:45,19:46,1,00:30,C 6963
3,台山,20:05,20:07,2,00:50,C 6963
4,开平南,20:15,20:17,2,01:00,C 6963
5,阳江,20:51,20:53,2,01:36,C 6963
6,阳西,21:08,21:10,2,01:53,C 6963
7,茂名,21:40,21:42,2,02:25,C 6963
8,湛江西,22:17,-,0,03:02,C 6963
1,江门,-,19:47,0,00:00,D 7558
2,广州南,20:24,-,0,00:37,D 7558
1,湛江西,-,17:25,0,00:00,C 6946
2,茂名,17:57,17:59,2,00:32,C 6946
3,阳西,18:28,18:30,2,01:03,C 6946
4,阳江,18:45,18:47,2,01:20,C 6946
5,开平南,19:21,19:23,2,01:56,C 6946
6,江门,19:47,19:52,5,02:22,C 6946
7,广州南,20:25,-,0,03:00,C 6946
1,湛江西,-,17:37,0,00:00,C 6948
2,茂名,18:09,18:11,2,00:32,C 6948
3,阳西,18:40,18:42,2,01:03,C 6948
4,阳江,18:57,18:59,2,01:20,C 6948
5,恩平,19:23,19:25,2,01:46,C 6948
6,江门,19:59,20:01,2,02:22,C 6948
7,广州南,20:35,-,0,02:58,C 6948
1,广州南,-,19:28,0,00:00,C 6965
2,江门,20:01,20:03,2,00:33,C 6965
3,台山,20:21,20:23,2,00:53,C 6965
4,开平南,20:32,20:34,2,01:04,C 6965
5,恩平,20:48,20:50,2,01:20,C 6965
6,阳江,21:13,21:15,2,01:45,C 6965
7,茂名,21:56,21:59,3,02:28,C 6965
8,湛江西,22:34,-,0,03:06,C 6965
1,湛江西,-,17:50,0,00:00,C 6950
2,吴川,18:14,18:16,2,00:24,C 6950
3,茂名,18:28,18:30,2,00:38,C 6950
4,电白,18:42,18:44,2,00:52,C 6950
5,阳江,19:16,19:18,2,01:26,C 6950
6,恩平,19:42,19:44,2,01:52,C 6950
7,台山,20:02,20:04,2,02:12,C 6950
8,江门,20:23,20:25,2,02:33,C 6950
9,广州南,20:58,-,0,03:08,C 6950
1,湛江西,-,18:10,0,00:00,C 6952
2,茂名,18:42,18:44,2,00:32,C 6952
3,马踏,19:03,19:05,2,00:53,C 6952
4,阳江,19:30,19:32,2,01:20,C 6952
5,开平南,20:06,20:08,2,01:56,C 6952
6,江门,20:32,20:35,3,02:22,C 6952
7,广州南,21:20,21:24,4,03:10,C 6952
8,佛山西,21:43,-,0,03:33,C 6952
1,湛江西,-,18:30,0,00:00,C 6954
2,吴川,18:54,18:56,2,00:24,C 6954
3,茂名,19:08,19:10,2,00:38,C 6954
4,阳江,19:50,19:52,2,01:20,C 6954
5,台山,20:30,20:32,2,02:00,C 6954
6,江门,20:52,20:54,2,02:22,C 6954
7,广州南,21:28,-,0,02:58,C 6954
1,湛江西,-,18:45,0,00:00,C 6956
2,茂名,19:17,19:24,7,00:32,C 6956
3,阳江,20:04,20:06,2,01:19,C 6956
4,开平南,20:40,20:42,2,01:55,C 6956
5,台山,20:50,20:52,2,02:05,C 6956
6,江门,21:12,21:15,3,02:27,C 6956
7,广州南,21:49,-,0,03:04,C 6956
1,成都东,-,11:41,0,00:00,D 1761
2,双流机场,11:56,11:58,2,00:15,D 1761
3,宜宾西,13:12,13:16,4,01:31,D 1761
4,镇雄,14:11,14:14,3,02:30,D 1761
5,黔西,14:51,14:55,4,03:10,D 1761
6,贵阳东,15:23,15:27,4,03:42,D 1761
7,都匀东,16:04,16:06,2,04:23,D 1761
8,五通,17:30,17:32,2,05:49,D 1761
9,桂林西,17:43,17:49,6,06:02,D 1761
10,钟山西,18:38,18:46,8,06:57,D 1761
11,贺州,18:59,19:01,2,07:18,D 1761
12,广宁,19:43,19:45,2,08:02,D 1761
13,肇庆东,20:02,20:04,2,08:21,D 1761
14,佛山西,20:23,20:25,2,08:42,D 1761
15,广州南,20:45,20:49,4,09:04,D 1761
16,江门,21:23,-,0,09:42,D 1761
1,湛江西,-,19:00,0,00:00,C 6958
2,茂名,19:32,19:34,2,00:32,C 6958
3,电白,19:46,19:48,2,00:46,C 6958
4,阳江,20:20,20:22,2,01:20,C 6958
5,恩平,20:46,20:48,2,01:46,C 6958
6,江门,21:22,21:25,3,02:22,C 6958
7,广州南,22:01,22:09,8,03:01,C 6958
8,佛山西,22:28,-,0,03:28,C 6958
1,湛江西,-,19:15,0,00:00,C 6960
2,茂名,19:47,19:49,2,00:32,C 6960
3,阳西,20:18,20:20,2,01:03,C 6960
4,阳江,20:35,20:37,2,01:20,C 6960
5,开平南,21:11,21:13,2,01:56,C 6960
6,江门,21:37,21:40,3,02:22,C 6960
7,广州南,22:18,22:30,12,03:03,C 6960
8,佛山西,22:49,-,0,03:34,C 6960
1,广州南,-,21:16,0,00:00,C 6969
2,江门,21:47,21:49,2,00:31,C 6969
3,阳江,22:41,22:43,2,01:25,C 6969
4,茂名,23:24,23:26,2,02:08,C 6969
5,湛江西,00:01,-,0,02:45,C 6969
1,江门,-,21:50,0,00:00,D 7560
2,广州南,22:26,-,0,00:36,D 7560
1,湛江西,-,20:11,0,00:00,C 6964
2,茂名,20:43,20:46,3,00:32,C 6964
3,阳西,21:15,21:17,2,01:04,C 6964
4,阳江,21:32,21:34,2,01:21,C 6964
5,江门,22:28,22:36,8,02:17,C 6964
6,广州南,23:09,-,0,02:58,C 6964
1,湛江西,-,20:17,0,00:00,C 6966
2,吴川,20:41,20:43,2,00:24,C 6966
3,茂名,20:55,20:57,2,00:38,C 6966
4,阳江,21:37,21:45,8,01:20,C 6966
5,江门,22:39,22:46,7,02:22,C 6966
6,广州南,23:19,-,0,03:02,C 6966
1,湛江西,-,20:45,0,00:00,C 6970
2,茂名,21:17,21:19,2,00:32,C 6970
3,江门,22:49,22:52,3,02:04,C 6970
4,广州南,23:27,23:35,8,02:42,C 6970
5,佛山西,23:53,-,0,03:08,C 6970
1,北海,-,17:07,0,00:00,D 3736
2,合浦,17:19,17:21,2,00:12,D 3736
3,钦州东,17:43,17:45,2,00:36,D 3736
4,南宁东,18:23,18:45,22,01:16,D 3736
5,宾阳,19:10,19:12,2,02:03,D 3736
6,贵港,19:33,19:35,2,02:26,D 3736
7,桂平,19:54,19:56,2,02:47,D 3736
8,藤县,20:25,20:27,2,03:18,D 3736
9,郁南,20:49,20:51,2,03:42,D 3736
10,肇庆东,21:31,21:33,2,04:24,D 3736
11,三水南,21:46,21:48,2,04:39,D 3736
12,佛山西,22:00,22:03,3,04:53,D 3736
13,广州南,22:23,22:37,14,05:16,D 3736
14,江门,23:11,-,0,06:04,D 3736
1,郴州西,-,23:13,0,00:00,G 9539
2,韶关,23:44,23:46,2,00:31,G 9539
3,广州南,00:41,-,0,01:28,G 9539
1,广州南,-,05:52,0,00:00,G 9640
2,衡山西,07:45,07:51,6,01:53,G 9640
3,株洲西,08:10,08:12,2,02:18,G 9640
4,长沙南,08:31,08:35,4,02:39,G 9640
5,岳阳东,09:09,-,0,03:17,G 9640
1,广州南,-,06:08,0,00:00,G 1408
2,郴州西,07:25,07:27,2,01:17,G 1408
3,衡阳东,08:00,08:02,2,01:52,G 1408
4,衡山西,08:15,08:17,2,02:07,G 1408
5,株洲西,08:36,08:38,2,02:28,G 1408
6,长沙南,08:57,09:01,4,02:49,G 1408
7,醴陵东,09:23,09:29,6,03:15,G 1408
8,宜春,09:52,09:58,6,03:44,G 1408
9,新余北,10:13,10:15,2,04:05,G 1408
10,南昌西,10:48,-,0,04:40,G 1408
1,广州南,-,06:13,0,00:00,G 696
2,广州北,06:30,06:36,6,00:17,G 696
3,郴州西,07:41,07:43,2,01:28,G 696
4,衡阳东,08:16,08:18,2,02:03,G 696
5,衡山西,08:31,08:33,2,02:18,G 696
6,株洲西,08:52,08:59,7,02:39,G 696
7,长沙南,09:18,09:23,5,03:05,G 696
8,岳阳东,09:56,09:58,2,03:43,G 696
9,咸宁北,10:28,10:32,4,04:15,G 696
10,武汉,10:59,11:21,22,04:46,G 696
11,孝感北,11:51,11:59,8,05:38,G 696
12,信阳东,12:17,12:19,2,06:04,G 696
13,驻马店西,12:44,12:47,3,06:31,G 696
14,漯河西,13:05,13:10,5,06:52,G 696
15,郑州,13:56,14:03,7,07:43,G 696
16,焦作,14:36,14:39,3,08:23,G 696
17,焦作西,14:48,14:50,2,08:35,G 696
18,晋城东,15:07,15:10,3,08:54,G 696
19,高平东,15:21,15:24,3,09:08,G 696
20,长治东,15:47,15:50,3,09:34,G 696
21,榆社西,16:27,16:30,3,10:14,G 696
22,太原南,17:03,-,0,10:50,G 696
1,广州南,-,06:31,0,00:00,G 1554
2,韶关,07:22,07:24,2,00:51,G 1554
3,耒阳西,08:11,08:13,2,01:40,G 1554
4,衡阳东,08:30,08:32,2,01:59,G 1554
5,长沙南,09:13,09:17,4,02:42,G 1554
6,岳阳东,09:50,09:52,2,03:19,G 1554
7,咸宁北,10:23,10:26,3,03:52,G 1554
8,武汉,10:51,11:02,11,04:20,G 1554
9,合肥南,12:40,12:45,5,06:09,G 1554
10,南京南,13:33,13:41,8,07:02,G 1554
11,镇江,14:07,14:09,2,07:36,G 1554
12,扬州东,14:39,14:41,2,08:08,G 1554
13,淮安东,15:20,15:23,3,08:49,G 1554
14,涟水,15:34,15:36,2,09:03,G 1554
15,灌南,15:50,15:52,2,09:19,G 1554
16,连云港,16:18,16:27,9,09:47,G 1554
17,赣榆,16:43,16:45,2,10:12,G 1554
18,日照西,17:15,17:18,3,10:44,G 1554
19,董家口,17:38,17:40,2,11:07,G 1554
20,青岛西,17:59,18:01,2,11:28,G 1554
21,青岛北,18:38,18:40,2,12:07,G 1554
